order_id,order_date,customer_name,region,category,product,quantity,unit_price
ORD0370,2026-04-04,Lisa Oneal,North,Home,Chair,5,2727
ORD0371,2025-12-08,Michael Clarke,West,Electronics,Headphones,3,1786
ORD0372,2026-01-18,Cody Mendez,West,Home,Chair,2,3276
ORD0373,2025-12-15,Robin Zavala,North,Fashion,Jeans,5,4726
ORD0374,2026-03-23,Justin Ortiz,North,Fashion,Shoes,5,2309
ORD0375,2025-09-19,Jeremy Jenkins,South,Electronics,Laptop,2,3762
ORD0376,2026-05-24,Theresa Webb DDS,East,Fashion,T-Shirt,1,3380
ORD0377,2026-02-15,John Williams,North,Electronics,Mobile,2,2923
ORD0378,2026-02-15,Gina Rice,South,Home,Chair,1,4829
ORD0379,2025-12-18,Marvin Hernandez,East,Electronics,Headphones,3,646
ORD0380,2026-04-14,Tracy Gray,South,Home,Lamp,1,1836
ORD0381,2025-09-18,Jennifer Joseph,West,Home,Table,5,2278
ORD0382,2026-05-26,Joel Black,West,Home,Chair,1,1211
ORD0383,2025-09-01,Michael Alexander,North,Fashion,T-Shirt,4,1845
ORD0384,2025-09-07,Brian Tate,East,Electronics,Headphones,3,4604
ORD0385,2025-09-27,Daniel Gibson,South,Home,Lamp,3,4178
ORD0386,2025-09-10,Cassandra Ward,South,Electronics,Headphones,1,3851
ORD0387,2025-07-08,Marissa Hampton,East,Home,Lamp,4,601
ORD0388,2026-05-25,Joseph Bender,West,Home,Chair,5,3283
ORD0389,2025-06-15,Jessica Jordan,East,Electronics,Laptop,4,3832
ORD0390,2026-06-01,Lori Vasquez,South,Fashion,Shoes,5,3437
ORD0391,2026-03-18,Sandra Rivera,South,Fashion,T-Shirt,3,3777
ORD0392,2025-12-02,Cindy Carrillo,North,Fashion,Jeans,1,1707
ORD0393,2025-09-11,James Chavez,East,Home,Table,3,2539
ORD0394,2025-08-12,Brian Flores,North,Home,Table,1,1210
ORD0395,2026-02-09,Renee Bishop,East,Home,Chair,5,1620
ORD0396,2025-09-16,Paul Cervantes,North,Home,Table,1,1341
ORD0397,2026-04-23,Ann Grimes,North,Home,Lamp,4,1285
ORD0398,2025-09-22,Wesley Moore,South,Home,Lamp,4,2738
ORD0399,2026-04-03,Linda Wheeler,South,Home,Table,4,3997
ORD0400,2025-11-13,Shari Espinoza,West,Fashion,Shoes,1,2878
ORD0401,2025-08-24,Jordan Flores,West,Fashion,T-Shirt,4,2948
ORD0402,2025-06-08,Gary Hancock,East,Electronics,Laptop,4,1687
ORD0403,2025-07-05,Eric Hanson,North,Fashion,Shoes,2,4405
ORD0404,2026-06-02,Mrs. Stacy Turner,West,Home,Chair,3,3056
ORD0405,2025-09-28,Jessica Andrade,West,Home,Chair,4,4768
ORD0406,2026-01-01,Chad Herman,South,Home,Chair,1,3553
ORD0407,2025-11-14,Kerry Schroeder,North,Electronics,Mobile,4,1947
ORD0408,2026-04-20,Kayla Hale,East,Fashion,Shoes,1,1161
ORD0409,2026-06-03,Michael James,South,Electronics,Headphones,3,2168
ORD0410,2025-07-17,Kelly Porter,East,Home,Chair,2,4988
ORD0411,2025-09-11,Darlene Reyes,West,Fashion,T-Shirt,5,2411
ORD0412,2025-06-25,Paul Brown,West,Home,Table,1,1806
ORD0413,2026-05-03,Gregory Harvey,East,Home,Table,1,3813
ORD0414,2026-03-17,Alexis Burch,East,Home,Chair,3,3263
ORD0415,2026-03-15,Katherine Nelson,North,Home,Table,4,2243
ORD0416,2025-10-17,Mark Lawrence,North,Home,Chair,2,4322
ORD0417,2026-05-25,Mark Bailey,South,Home,Chair,4,1226
ORD0418,2025-09-11,Juan Bentley,South,Fashion,Shoes,4,2453
ORD0419,2025-06-19,Jason Garcia,East,Electronics,Laptop,4,4970
ORD0420,2025-07-20,Larry Thompson,East,Fashion,Jeans,3,644
ORD0421,2026-04-19,Joseph Stephens,West,Electronics,Headphones,5,1184
ORD0422,2026-04-29,Kendra Knox,North,Fashion,Shoes,4,4781
ORD0423,2026-05-16,Holly Martin,North,Fashion,Shoes,5,873
ORD0424,2026-05-02,Erin Quinn,South,Home,Table,2,4250
ORD0425,2026-02-19,Brian Young,West,Fashion,T-Shirt,1,2889
ORD0426,2026-03-03,Caroline Kelley,South,Fashion,T-Shirt,5,2910
ORD0427,2025-08-02,Tony Morrison,North,Home,Chair,3,1047
ORD0428,2026-04-06,Nicholas Reynolds,South,Home,Chair,4,1872
ORD0429,2026-04-13,David Lutz,North,Home,Table,3,2078
ORD0430,2025-11-07,David Stuart,South,Fashion,Shoes,1,2834
ORD0431,2026-04-22,Alicia Martinez,South,Electronics,Mobile,1,2668
ORD0432,2025-10-21,Lauren Kirk,East,Fashion,Shoes,5,3770
ORD0433,2025-12-09,Tricia Robinson,East,Home,Table,1,1836
ORD0434,2026-03-01,Beth Miller,North,Fashion,Jeans,1,2273
ORD0435,2025-11-09,Joseph Jensen,North,Fashion,T-Shirt,3,803
ORD0436,2026-04-15,Christopher Ramos,South,Home,Table,4,1104
ORD0437,2025-07-11,Steven Franco,South,Home,Lamp,4,2999
ORD0438,2025-12-06,Anna Ortiz,East,Electronics,Mobile,4,4170
ORD0439,2026-05-01,Chad Hernandez,East,Home,Chair,4,1452
ORD0440,2025-08-09,Brett Stuart,West,Home,Lamp,5,2662
ORD0441,2025-07-09,Anthony English,North,Electronics,Laptop,4,4577
ORD0442,2025-07-26,Tyler Willis,East,Fashion,Shoes,4,3193
ORD0443,2026-03-12,Rachael Bailey,East,Fashion,T-Shirt,3,3537
ORD0444,2026-04-15,David Jones,South,Electronics,Headphones,4,1298
ORD0445,2026-05-04,Jerome Rivas,East,Home,Table,5,2365
ORD0446,2025-09-12,Bruce Harmon,South,Fashion,Shoes,4,1455
ORD0447,2025-12-26,Patricia Patterson,South,Fashion,T-Shirt,2,3286
ORD0448,2025-10-09,Elizabeth Fernandez,South,Fashion,T-Shirt,2,2942
ORD0449,2026-01-24,Janice Chen,East,Fashion,Jeans,3,4681
ORD0450,2025-08-19,Angela Harper,South,Home,Table,2,3604
ORD0451,2025-08-15,Mrs. Abigail Warren,East,Fashion,T-Shirt,1,3850
ORD0452,2026-03-19,Michele Johnson,South,Home,Lamp,1,677
ORD0453,2025-08-04,Heather Baker,West,Electronics,Mobile,1,4445
ORD0454,2026-04-28,Lisa Baldwin,East,Electronics,Mobile,1,4554
ORD0455,2026-01-26,Tammy Torres,South,Home,Table,3,4144
ORD0456,2025-09-26,Pamela Brown,South,Fashion,Jeans,3,2314
ORD0457,2026-04-19,Angela Mathis,North,Home,Table,5,1891
ORD0458,2026-04-08,Jenny Diaz,South,Electronics,Laptop,5,4359
ORD0459,2026-03-09,Joseph Crawford,South,Electronics,Laptop,2,763
ORD0460,2025-06-18,William Phillips,South,Electronics,Headphones,2,1168
ORD0461,2026-05-14,Jason White,East,Electronics,Mobile,1,1896
ORD0462,2026-04-28,Matthew Thompson,South,Fashion,Shoes,4,3012
ORD0463,2025-09-24,Kristine Higgins,North,Fashion,Shoes,3,2424
ORD0464,2026-02-25,Mr. Gabriel Knight,North,Home,Table,3,4864
ORD0465,2026-05-21,James Stevens,East,Fashion,T-Shirt,2,1067
ORD0466,2025-10-04,Bradley Herman,West,Home,Chair,3,2203
ORD0467,2025-07-05,Toni Foster,East,Home,Table,1,3622
ORD0468,2026-03-18,Nicholas Armstrong,West,Electronics,Mobile,3,2519
ORD0469,2025-07-16,Angel Shea,South,Electronics,Mobile,4,2579
ORD0470,2026-04-07,Shannon Green,South,Home,Table,2,3083
ORD0471,2026-05-25,Jeremiah Smith,West,Home,Lamp,2,733
ORD0472,2025-09-22,Mark Parker,South,Electronics,Laptop,1,1493
ORD0473,2026-05-04,Karen Powell,West,Fashion,T-Shirt,1,1524
ORD0474,2026-04-15,Steven Pacheco,West,Home,Lamp,1,3210
ORD0475,2026-03-25,Julie Owen,South,Home,Lamp,2,1770
ORD0476,2025-08-27,Miguel Burton,South,Home,Table,1,3953
ORD0477,2025-06-19,Deborah Johnson,West,Fashion,Shoes,1,2071
ORD0478,2025-11-30,Brian Bowen,North,Fashion,Shoes,4,2447
ORD0479,2025-12-15,Michael Thompson,East,Fashion,Shoes,3,3271
ORD0480,2025-07-24,Tracey Brady,East,Electronics,Headphones,1,630
ORD0481,2026-06-01,Gary Moyer,East,Electronics,Laptop,2,4815
ORD0482,2026-02-16,Dr. Claudia Henderson,East,Electronics,Headphones,4,3945
ORD0483,2025-08-27,Greg Barber,South,Electronics,Laptop,2,1652
ORD0484,2025-10-05,Caleb Robles,South,Electronics,Mobile,4,4569
ORD0485,2026-03-14,Benjamin Simmons,North,Electronics,Laptop,1,4578
ORD0486,2026-04-13,David Hanna,West,Electronics,Laptop,1,2060
ORD0487,2025-10-28,Margaret Bruce,East,Electronics,Headphones,2,4581
ORD0488,2025-10-23,James Garcia,West,Fashion,Shoes,2,1545
ORD0489,2025-12-10,Diana Heath,West,Fashion,T-Shirt,1,1146
ORD0490,2026-03-31,Shannon Garza,East,Home,Lamp,1,1155
ORD0491,2025-12-08,Michelle Hickman,East,Electronics,Laptop,3,4542
ORD0492,2025-12-26,John Kirby,North,Electronics,Mobile,5,965
ORD0493,2025-08-04,Ryan Gibbs III,North,Home,Lamp,1,4282
ORD0494,2026-02-06,Kerry Harrington,West,Home,Lamp,2,3016
ORD0495,2025-10-31,Sandra Alvarado,North,Fashion,Shoes,3,3973
ORD0496,2025-11-05,Tiffany Baker,East,Home,Chair,2,2459
ORD0497,2025-12-07,Laura Tucker,South,Fashion,Shoes,5,836
ORD0498,2026-05-03,Heather Cuevas,West,Fashion,T-Shirt,1,930
ORD0499,2025-11-28,Thomas Morales DVM,East,Electronics,Laptop,2,4245
ORD0500,2026-03-30,Eric Bell,West,Home,Lamp,1,2847
